text,label
"Bệnh nhân có các triệu chứng: vomiting (vomiting), loss of appetite (loss of appetite), abdominal pain (abdominal pain), passage of gases (passage of gases), internal itching (internal itching).",Peptic Ulcer Disease
"Bệnh nhân có các triệu chứng: vomiting (vomiting), indigestion (indigestion), abdominal pain (abdominal pain), passage of gases (passage of gases), internal itching (internal itching).",Peptic Ulcer Disease
"Bệnh nhân có các triệu chứng: indigestion (indigestion), loss of appetite (loss of appetite), abdominal pain (abdominal pain), passage of gases (passage of gases), internal itching (internal itching).",Peptic Ulcer Disease
"Bệnh nhân có các triệu chứng: vomiting (vomiting), loss of appetite (loss of appetite), abdominal pain (abdominal pain), passage of gases (passage of gases), internal itching (internal itching).",Peptic Ulcer Disease
"Bệnh nhân có các triệu chứng: vomiting (vomiting), indigestion (indigestion), abdominal pain (abdominal pain), passage of gases (passage of gases), internal itching (internal itching).",Peptic Ulcer Disease
"Bệnh nhân có các triệu chứng: vomiting (vomiting), indigestion (indigestion), loss of appetite (loss of appetite), passage of gases (passage of gases), internal itching (internal itching).",Peptic Ulcer Disease
"Bệnh nhân có các triệu chứng: vomiting (vomiting), indigestion (indigestion), loss of appetite (loss of appetite), abdominal pain (abdominal pain), internal itching (internal itching).",Peptic Ulcer Disease
"Bệnh nhân có các triệu chứng: vomiting (vomiting), indigestion (indigestion), loss of appetite (loss of appetite), abdominal pain (abdominal pain), passage of gases (passage of gases).",Peptic Ulcer Disease
"Bệnh nhân có các triệu chứng: vomiting (vomiting), indigestion (indigestion), loss of appetite (loss of appetite), abdominal pain (abdominal pain), passage of gases (passage of gases), internal itching (internal itching).",Peptic Ulcer Disease
"Bệnh nhân có các triệu chứng: vomiting (vomiting), indigestion (indigestion), loss of appetite (loss of appetite), abdominal pain (abdominal pain), passage of gases (passage of gases), internal itching (internal itching).",Peptic Ulcer Disease
"Bệnh nhân có các triệu chứng: muscle wasting (muscle wasting), patches in throat (patches in throat), high fever (high fever), extra marital contacts (extra marital contacts).",AIDS
"Bệnh nhân có các triệu chứng: patches in throat (patches in throat), high fever (high fever), extra marital contacts (extra marital contacts).",AIDS
"Bệnh nhân có các triệu chứng: muscle wasting (muscle wasting), high fever (high fever), extra marital contacts (extra marital contacts).",AIDS
"Bệnh nhân có các triệu chứng: muscle wasting (muscle wasting), patches in throat (patches in throat), extra marital contacts (extra marital contacts).",AIDS
"Bệnh nhân có các triệu chứng: muscle wasting (muscle wasting), patches in throat (patches in throat), high fever (high fever).",AIDS
"Bệnh nhân có các triệu chứng: muscle wasting (muscle wasting), patches in throat (patches in throat), high fever (high fever), extra marital contacts (extra marital contacts).",AIDS
"Bệnh nhân có các triệu chứng: muscle wasting (muscle wasting), patches in throat (patches in throat), high fever (high fever), extra marital contacts (extra marital contacts).",AIDS
"Bệnh nhân có các triệu chứng: patches in throat (patches in throat), high fever (high fever), extra marital contacts (extra marital contacts).",AIDS
"Bệnh nhân có các triệu chứng: muscle wasting (muscle wasting), high fever (high fever), extra marital contacts (extra marital contacts).",AIDS
"Bệnh nhân có các triệu chứng: muscle wasting (muscle wasting), patches in throat (patches in throat), high fever (high fever).",AIDS
"Bệnh nhân có các triệu chứng: fatigue (fatigue), weight loss (weight loss), restlessness (restlessness), lethargy (lethargy), irregular sugar level (irregular sugar level), blurred and distorted vision (blurred and distorted vision), obesity (obesity), excessive hunger (excessive hunger), increased appetite (increased appetite), polyuria (polyuria).",Diabetes 
"Bệnh nhân có các triệu chứng: fatigue (fatigue), weight loss (weight loss), restlessness (restlessness), lethargy (lethargy), irregular sugar level (irregular sugar level), blurred and distorted vision (blurred and distorted vision), obesity (obesity), excessive hunger (excessive hunger), increased appetite (increased appetite), polyuria (polyuria).",Diabetes 
"Bệnh nhân có các triệu chứng: weight loss (weight loss), restlessness (restlessness), lethargy (lethargy), irregular sugar level (irregular sugar level), blurred and distorted vision (blurred and distorted vision), obesity (obesity), excessive hunger (excessive hunger), increased appetite (increased appetite), polyuria (polyuria).",Diabetes 
"Bệnh nhân có các triệu chứng: fatigue (fatigue), restlessness (restlessness), lethargy (lethargy), irregular sugar level (irregular sugar level), blurred and distorted vision (blurred and distorted vision), obesity (obesity), excessive hunger (excessive hunger), increased appetite (increased appetite), polyuria (polyuria).",Diabetes 
"Bệnh nhân có các triệu chứng: fatigue (fatigue), weight loss (weight loss), lethargy (lethargy), irregular sugar level (irregular sugar level), blurred and distorted vision (blurred and distorted vision), obesity (obesity), excessive hunger (excessive hunger), increased appetite (increased appetite), polyuria (polyuria).",Diabetes 
"Bệnh nhân có các triệu chứng: fatigue (fatigue), weight loss (weight loss), restlessness (restlessness), irregular sugar level (irregular sugar level), blurred and distorted vision (blurred and distorted vision), obesity (obesity), excessive hunger (excessive hunger), increased appetite (increased appetite), polyuria (polyuria).",Diabetes 
"Bệnh nhân có các triệu chứng: fatigue (fatigue), weight loss (weight loss), restlessness (restlessness), lethargy (lethargy), blurred and distorted vision (blurred and distorted vision), obesity (obesity), excessive hunger (excessive hunger), increased appetite (increased appetite), polyuria (polyuria).",Diabetes 
"Bệnh nhân có các triệu chứng: fatigue (fatigue), weight loss (weight loss), restlessness (restlessness), lethargy (lethargy), irregular sugar level (irregular sugar level), obesity (obesity), excessive hunger (excessive hunger), increased appetite (increased appetite), polyuria (polyuria).",Diabetes 
"Bệnh nhân có các triệu chứng: fatigue (fatigue), weight loss (weight loss), restlessness (restlessness), lethargy (lethargy), irregular sugar level (irregular sugar level), blurred and distorted vision (blurred and distorted vision), excessive hunger (excessive hunger), increased appetite (increased appetite), polyuria (polyuria).",Diabetes 
"Bệnh nhân có các triệu chứng: fatigue (fatigue), weight loss (weight loss), restlessness (restlessness), lethargy (lethargy), irregular sugar level (irregular sugar level), blurred and distorted vision (blurred and distorted vision), obesity (obesity), increased appetite (increased appetite), polyuria (polyuria).",Diabetes 
"Bệnh nhân có các triệu chứng: vomiting (vomiting), sunken eyes (sunken eyes), dehydration (dehydration), diarrhoea (diarrhoea).",Gastroenteritis
"Bệnh nhân có các triệu chứng: vomiting (vomiting), sunken eyes (sunken eyes), dehydration (dehydration), diarrhoea (diarrhoea).",Gastroenteritis
"Bệnh nhân có các triệu chứng: sunken eyes (sunken eyes), dehydration (dehydration), diarrhoea (diarrhoea).",Gastroenteritis
"Bệnh nhân có các triệu chứng: vomiting (vomiting), dehydration (dehydration), diarrhoea (diarrhoea).",Gastroenteritis
"Bệnh nhân có các triệu chứng: vomiting (vomiting), sunken eyes (sunken eyes), diarrhoea (diarrhoea).",Gastroenteritis
"Bệnh nhân có các triệu chứng: vomiting (vomiting), sunken eyes (sunken eyes), dehydration (dehydration).",Gastroenteritis
"Bệnh nhân có các triệu chứng: vomiting (vomiting), sunken eyes (sunken eyes), dehydration (dehydration), diarrhoea (diarrhoea).",Gastroenteritis
"Bệnh nhân có các triệu chứng: sunken eyes (sunken eyes), dehydration (dehydration), diarrhoea (diarrhoea).",Gastroenteritis
"Bệnh nhân có các triệu chứng: vomiting (vomiting), dehydration (dehydration), diarrhoea (diarrhoea).",Gastroenteritis
"Bệnh nhân có các triệu chứng: vomiting (vomiting), sunken eyes (sunken eyes), diarrhoea (diarrhoea).",Gastroenteritis
"Bệnh nhân có các triệu chứng: fatigue (fatigue), cough (cough), high fever (high fever), breathlessness (breathlessness), family history (family history), mucoid sputum (mucoid sputum).",Bronchial Asthma
"Bệnh nhân có các triệu chứng: cough (cough), high fever (high fever), breathlessness (breathlessness), family history (family history), mucoid sputum (mucoid sputum).",Bronchial Asthma
"Bệnh nhân có các triệu chứng: fatigue (fatigue), high fever (high fever), breathlessness (breathlessness), family history (family history), mucoid sputum (mucoid sputum).",Bronchial Asthma
"Bệnh nhân có các triệu chứng: fatigue (fatigue), cough (cough), breathlessness (breathlessness), family history (family history), mucoid sputum (mucoid sputum).",Bronchial Asthma
"Bệnh nhân có các triệu chứng: fatigue (fatigue), cough (cough), high fever (high fever), family history (family history), mucoid sputum (mucoid sputum).",Bronchial Asthma
"Bệnh nhân có các triệu chứng: fatigue (fatigue), cough (cough), high fever (high fever), breathlessness (breathlessness), mucoid sputum (mucoid sputum).",Bronchial Asthma
"Bệnh nhân có các triệu chứng: fatigue (fatigue), cough (cough), high fever (high fever), breathlessness (breathlessness), family history (family history).",Bronchial Asthma
"Bệnh nhân có các triệu chứng: fatigue (fatigue), cough (cough), high fever (high fever), breathlessness (breathlessness), family history (family history), mucoid sputum (mucoid sputum).",Bronchial Asthma
"Bệnh nhân có các triệu chứng: cough (cough), high fever (high fever), breathlessness (breathlessness), family history (family history), mucoid sputum (mucoid sputum).",Bronchial Asthma
"Bệnh nhân có các triệu chứng: fatigue (fatigue), high fever (high fever), breathlessness (breathlessness), family history (family history), mucoid sputum (mucoid sputum).",Bronchial Asthma
"Bệnh nhân có các triệu chứng: headache (headache), chest pain (chest pain), dizziness (dizziness), loss of balance (loss of balance), lack of concentration (lack of concentration).",Hypertension 
"Bệnh nhân có các triệu chứng: chest pain (chest pain), dizziness (dizziness), loss of balance (loss of balance), lack of concentration (lack of concentration).",Hypertension 
"Bệnh nhân có các triệu chứng: headache (headache), dizziness (dizziness), loss of balance (loss of balance), lack of concentration (lack of concentration).",Hypertension 
"Bệnh nhân có các triệu chứng: headache (headache), chest pain (chest pain), loss of balance (loss of balance), lack of concentration (lack of concentration).",Hypertension 
"Bệnh nhân có các triệu chứng: headache (headache), chest pain (chest pain), dizziness (dizziness), lack of concentration (lack of concentration).",Hypertension 
"Bệnh nhân có các triệu chứng: headache (headache), chest pain (chest pain), dizziness (dizziness), loss of balance (loss of balance).",Hypertension 
"Bệnh nhân có các triệu chứng: headache (headache), chest pain (chest pain), dizziness (dizziness), loss of balance (loss of balance), lack of concentration (lack of concentration).",Hypertension 
"Bệnh nhân có các triệu chứng: chest pain (chest pain), dizziness (dizziness), loss of balance (loss of balance), lack of concentration (lack of concentration).",Hypertension 
"Bệnh nhân có các triệu chứng: headache (headache), dizziness (dizziness), loss of balance (loss of balance), lack of concentration (lack of concentration).",Hypertension 
"Bệnh nhân có các triệu chứng: headache (headache), chest pain (chest pain), loss of balance (loss of balance), lack of concentration (lack of concentration).",Hypertension 
"Bệnh nhân có các triệu chứng: acidity (acidity), indigestion (indigestion), headache (headache), blurred and distorted vision (blurred and distorted vision), excessive hunger (excessive hunger), stiff neck (stiff neck), depression (depression), irritability (irritability), visual disturbances (visual disturbances).",Migraine
"Bệnh nhân có các triệu chứng: indigestion (indigestion), headache (headache), blurred and distorted vision (blurred and distorted vision), excessive hunger (excessive hunger), stiff neck (stiff neck), depression (depression), irritability (irritability), visual disturbances (visual disturbances).",Migraine
"Bệnh nhân có các triệu chứng: acidity (acidity), headache (headache), blurred and distorted vision (blurred and distorted vision), excessive hunger (excessive hunger), stiff neck (stiff neck), depression (depression), irritability (irritability), visual disturbances (visual disturbances).",Migraine
"Bệnh nhân có các triệu chứng: acidity (acidity), indigestion (indigestion), blurred and distorted vision (blurred and distorted vision), excessive hunger (excessive hunger), stiff neck (stiff neck), depression (depression), irritability (irritability), visual disturbances (visual disturbances).",Migraine
"Bệnh nhân có các triệu chứng: acidity (acidity), indigestion (indigestion), headache (headache), excessive hunger (excessive hunger), stiff neck (stiff neck), depression (depression), irritability (irritability), visual disturbances (visual disturbances).",Migraine
"Bệnh nhân có các triệu chứng: acidity (acidity), indigestion (indigestion), headache (headache), blurred and distorted vision (blurred and distorted vision), stiff neck (stiff neck), depression (depression), irritability (irritability), visual disturbances (visual disturbances).",Migraine
"Bệnh nhân có các triệu chứng: acidity (acidity), indigestion (indigestion), headache (headache), blurred and distorted vision (blurred and distorted vision), excessive hunger (excessive hunger), depression (depression), irritability (irritability), visual disturbances (visual disturbances).",Migraine
"Bệnh nhân có các triệu chứng: acidity (acidity), indigestion (indigestion), headache (headache), blurred and distorted vision (blurred and distorted vision), excessive hunger (excessive hunger), stiff neck (stiff neck), irritability (irritability), visual disturbances (visual disturbances).",Migraine
"Bệnh nhân có các triệu chứng: acidity (acidity), indigestion (indigestion), headache (headache), blurred and distorted vision (blurred and distorted vision), excessive hunger (excessive hunger), stiff neck (stiff neck), depression (depression), visual disturbances (visual disturbances).",Migraine
"Bệnh nhân có các triệu chứng: acidity (acidity), indigestion (indigestion), headache (headache), blurred and distorted vision (blurred and distorted vision), excessive hunger (excessive hunger), stiff neck (stiff neck), depression (depression), irritability (irritability).",Migraine
"Bệnh nhân có các triệu chứng: back pain (back pain), weakness in limbs (weakness in limbs), neck pain (neck pain), dizziness (dizziness), loss of balance (loss of balance).",Cervical Spondylosis
"Bệnh nhân có các triệu chứng: back pain (back pain), weakness in limbs (weakness in limbs), neck pain (neck pain), dizziness (dizziness), loss of balance (loss of balance).",Cervical Spondylosis
"Bệnh nhân có các triệu chứng: weakness in limbs (weakness in limbs), neck pain (neck pain), dizziness (dizziness), loss of balance (loss of balance).",Cervical Spondylosis
"Bệnh nhân có các triệu chứng: back pain (back pain), neck pain (neck pain), dizziness (dizziness), loss of balance (loss of balance).",Cervical Spondylosis
"Bệnh nhân có các triệu chứng: back pain (back pain), weakness in limbs (weakness in limbs), dizziness (dizziness), loss of balance (loss of balance).",Cervical Spondylosis
"Bệnh nhân có các triệu chứng: back pain (back pain), weakness in limbs (weakness in limbs), neck pain (neck pain), loss of balance (loss of balance).",Cervical Spondylosis
"Bệnh nhân có các triệu chứng: back pain (back pain), weakness in limbs (weakness in limbs), neck pain (neck pain), dizziness (dizziness).",Cervical Spondylosis
"Bệnh nhân có các triệu chứng: back pain (back pain), weakness in limbs (weakness in limbs), neck pain (neck pain), dizziness (dizziness), loss of balance (loss of balance).",Cervical Spondylosis
"Bệnh nhân có các triệu chứng: weakness in limbs (weakness in limbs), neck pain (neck pain), dizziness (dizziness), loss of balance (loss of balance).",Cervical Spondylosis
"Bệnh nhân có các triệu chứng: back pain (back pain), neck pain (neck pain), dizziness (dizziness), loss of balance (loss of balance).",Cervical Spondylosis
"Bệnh nhân có các triệu chứng: vomiting (vomiting), headache (headache), weakness of one body side (weakness of one body side), altered sensorium (altered sensorium).",Paralysis (brain hemorrhage)
"Bệnh nhân có các triệu chứng: vomiting (vomiting), headache (headache), weakness of one body side (weakness of one body side), altered sensorium (altered sensorium).",Paralysis (brain hemorrhage)
"Bệnh nhân có các triệu chứng: headache (headache), weakness of one body side (weakness of one body side), altered sensorium (altered sensorium).",Paralysis (brain hemorrhage)
"Bệnh nhân có các triệu chứng: vomiting (vomiting), weakness of one body side (weakness of one body side), altered sensorium (altered sensorium).",Paralysis (brain hemorrhage)
"Bệnh nhân có các triệu chứng: vomiting (vomiting), headache (headache), altered sensorium (altered sensorium).",Paralysis (brain hemorrhage)
"Bệnh nhân có các triệu chứng: vomiting (vomiting), headache (headache), weakness of one body side (weakness of one body side).",Paralysis (brain hemorrhage)
"Bệnh nhân có các triệu chứng: vomiting (vomiting), headache (headache), weakness of one body side (weakness of one body side), altered sensorium (altered sensorium).",Paralysis (brain hemorrhage)
"Bệnh nhân có các triệu chứng: headache (headache), weakness of one body side (weakness of one body side), altered sensorium (altered sensorium).",Paralysis (brain hemorrhage)
"Bệnh nhân có các triệu chứng: vomiting (vomiting), weakness of one body side (weakness of one body side), altered sensorium (altered sensorium).",Paralysis (brain hemorrhage)
"Bệnh nhân có các triệu chứng: vomiting (vomiting), headache (headache), altered sensorium (altered sensorium).",Paralysis (brain hemorrhage)
"Bệnh nhân có các triệu chứng: itching (itching), vomiting (vomiting), fatigue (fatigue), weight loss (weight loss), high fever (high fever), yellowish skin (yellowish skin), dark urine (dark urine), abdominal pain (abdominal pain).",Jaundice
"Bệnh nhân có các triệu chứng: itching (itching), vomiting (vomiting), fatigue (fatigue), weight loss (weight loss), high fever (high fever), yellowish skin (yellowish skin), dark urine (dark urine), abdominal pain (abdominal pain).",Jaundice
"Bệnh nhân có các triệu chứng: vomiting (vomiting), fatigue (fatigue), weight loss (weight loss), high fever (high fever), yellowish skin (yellowish skin), dark urine (dark urine), abdominal pain (abdominal pain).",Jaundice
"Bệnh nhân có các triệu chứng: itching (itching), fatigue (fatigue), weight loss (weight loss), high fever (high fever), yellowish skin (yellowish skin), dark urine (dark urine), abdominal pain (abdominal pain).",Jaundice
"Bệnh nhân có các triệu chứng: itching (itching), vomiting (vomiting), weight loss (weight loss), high fever (high fever), yellowish skin (yellowish skin), dark urine (dark urine), abdominal pain (abdominal pain).",Jaundice
"Bệnh nhân có các triệu chứng: itching (itching), vomiting (vomiting), fatigue (fatigue), high fever (high fever), yellowish skin (yellowish skin), dark urine (dark urine), abdominal pain (abdominal pain).",Jaundice
"Bệnh nhân có các triệu chứng: itching (itching), vomiting (vomiting), fatigue (fatigue), weight loss (weight loss), yellowish skin (yellowish skin), dark urine (dark urine), abdominal pain (abdominal pain).",Jaundice
"Bệnh nhân có các triệu chứng: itching (itching), vomiting (vomiting), fatigue (fatigue), weight loss (weight loss), high fever (high fever), dark urine (dark urine), abdominal pain (abdominal pain).",Jaundice
"Bệnh nhân có các triệu chứng: itching (itching), vomiting (vomiting), fatigue (fatigue), weight loss (weight loss), high fever (high fever), yellowish skin (yellowish skin), abdominal pain (abdominal pain).",Jaundice
"Bệnh nhân có các triệu chứng: itching (itching), vomiting (vomiting), fatigue (fatigue), weight loss (weight loss), high fever (high fever), yellowish skin (yellowish skin), dark urine (dark urine).",Jaundice
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), high fever (high fever), sweating (sweating), headache (headache), nausea (nausea), muscle pain (muscle pain).",Malaria
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), high fever (high fever), sweating (sweating), headache (headache), nausea (nausea), diarrhoea (diarrhoea), muscle pain (muscle pain).",Malaria
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), high fever (high fever), sweating (sweating), headache (headache), nausea (nausea), diarrhoea (diarrhoea), muscle pain (muscle pain).",Malaria
"Bệnh nhân có các triệu chứng: vomiting (vomiting), high fever (high fever), sweating (sweating), headache (headache), nausea (nausea), diarrhoea (diarrhoea), muscle pain (muscle pain).",Malaria
"Bệnh nhân có các triệu chứng: chills (chills), high fever (high fever), sweating (sweating), headache (headache), nausea (nausea), diarrhoea (diarrhoea), muscle pain (muscle pain).",Malaria
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), sweating (sweating), headache (headache), nausea (nausea), diarrhoea (diarrhoea), muscle pain (muscle pain).",Malaria
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), high fever (high fever), headache (headache), nausea (nausea), diarrhoea (diarrhoea), muscle pain (muscle pain).",Malaria
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), high fever (high fever), sweating (sweating), nausea (nausea), diarrhoea (diarrhoea), muscle pain (muscle pain).",Malaria
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), high fever (high fever), sweating (sweating), headache (headache), diarrhoea (diarrhoea), muscle pain (muscle pain).",Malaria
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), high fever (high fever), sweating (sweating), headache (headache), nausea (nausea), muscle pain (muscle pain).",Malaria
"Bệnh nhân có các triệu chứng: itching (itching), skin rash (skin rash), fatigue (fatigue), lethargy (lethargy), high fever (high fever), headache (headache), loss of appetite (loss of appetite), mild fever (mild fever), swelled lymph nodes (swelled lymph nodes), malaise (malaise), red spots over body (red spots over body).",Chickenpox
"Bệnh nhân có các triệu chứng: skin rash (skin rash), fatigue (fatigue), lethargy (lethargy), high fever (high fever), headache (headache), loss of appetite (loss of appetite), mild fever (mild fever), swelled lymph nodes (swelled lymph nodes), malaise (malaise), red spots over body (red spots over body).",Chickenpox
"Bệnh nhân có các triệu chứng: itching (itching), fatigue (fatigue), lethargy (lethargy), high fever (high fever), headache (headache), loss of appetite (loss of appetite), mild fever (mild fever), swelled lymph nodes (swelled lymph nodes), malaise (malaise), red spots over body (red spots over body).",Chickenpox
"Bệnh nhân có các triệu chứng: itching (itching), skin rash (skin rash), lethargy (lethargy), high fever (high fever), headache (headache), loss of appetite (loss of appetite), mild fever (mild fever), swelled lymph nodes (swelled lymph nodes), malaise (malaise), red spots over body (red spots over body).",Chickenpox
"Bệnh nhân có các triệu chứng: itching (itching), skin rash (skin rash), fatigue (fatigue), high fever (high fever), headache (headache), loss of appetite (loss of appetite), mild fever (mild fever), swelled lymph nodes (swelled lymph nodes), malaise (malaise), red spots over body (red spots over body).",Chickenpox
"Bệnh nhân có các triệu chứng: itching (itching), skin rash (skin rash), fatigue (fatigue), lethargy (lethargy), headache (headache), loss of appetite (loss of appetite), mild fever (mild fever), swelled lymph nodes (swelled lymph nodes), malaise (malaise), red spots over body (red spots over body).",Chickenpox
"Bệnh nhân có các triệu chứng: itching (itching), skin rash (skin rash), fatigue (fatigue), lethargy (lethargy), high fever (high fever), loss of appetite (loss of appetite), mild fever (mild fever), swelled lymph nodes (swelled lymph nodes), malaise (malaise), red spots over body (red spots over body).",Chickenpox
"Bệnh nhân có các triệu chứng: itching (itching), skin rash (skin rash), fatigue (fatigue), lethargy (lethargy), high fever (high fever), headache (headache), mild fever (mild fever), swelled lymph nodes (swelled lymph nodes), malaise (malaise), red spots over body (red spots over body).",Chickenpox
"Bệnh nhân có các triệu chứng: itching (itching), skin rash (skin rash), fatigue (fatigue), lethargy (lethargy), high fever (high fever), headache (headache), loss of appetite (loss of appetite), swelled lymph nodes (swelled lymph nodes), malaise (malaise), red spots over body (red spots over body).",Chickenpox
"Bệnh nhân có các triệu chứng: itching (itching), skin rash (skin rash), fatigue (fatigue), lethargy (lethargy), high fever (high fever), headache (headache), loss of appetite (loss of appetite), mild fever (mild fever), malaise (malaise), red spots over body (red spots over body).",Chickenpox
"Bệnh nhân có các triệu chứng: skin rash (skin rash), chills (chills), joint pain (joint pain), vomiting (vomiting), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), loss of appetite (loss of appetite), pain behind the eyes (pain behind the eyes), back pain (back pain), muscle pain (muscle pain), red spots over body (red spots over body).",Dengue
"Bệnh nhân có các triệu chứng: skin rash (skin rash), chills (chills), joint pain (joint pain), vomiting (vomiting), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), loss of appetite (loss of appetite), pain behind the eyes (pain behind the eyes), back pain (back pain), malaise (malaise), red spots over body (red spots over body).",Dengue
"Bệnh nhân có các triệu chứng: skin rash (skin rash), chills (chills), joint pain (joint pain), vomiting (vomiting), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), loss of appetite (loss of appetite), pain behind the eyes (pain behind the eyes), back pain (back pain), malaise (malaise), muscle pain (muscle pain).",Dengue
"Bệnh nhân có các triệu chứng: skin rash (skin rash), chills (chills), joint pain (joint pain), vomiting (vomiting), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), loss of appetite (loss of appetite), pain behind the eyes (pain behind the eyes), back pain (back pain), malaise (malaise), muscle pain (muscle pain), red spots over body (red spots over body).",Dengue
"Bệnh nhân có các triệu chứng: chills (chills), joint pain (joint pain), vomiting (vomiting), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), loss of appetite (loss of appetite), pain behind the eyes (pain behind the eyes), back pain (back pain), malaise (malaise), muscle pain (muscle pain), red spots over body (red spots over body).",Dengue
"Bệnh nhân có các triệu chứng: skin rash (skin rash), joint pain (joint pain), vomiting (vomiting), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), loss of appetite (loss of appetite), pain behind the eyes (pain behind the eyes), back pain (back pain), malaise (malaise), muscle pain (muscle pain), red spots over body (red spots over body).",Dengue
"Bệnh nhân có các triệu chứng: skin rash (skin rash), chills (chills), vomiting (vomiting), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), loss of appetite (loss of appetite), pain behind the eyes (pain behind the eyes), back pain (back pain), malaise (malaise), muscle pain (muscle pain), red spots over body (red spots over body).",Dengue
"Bệnh nhân có các triệu chứng: skin rash (skin rash), chills (chills), joint pain (joint pain), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), loss of appetite (loss of appetite), pain behind the eyes (pain behind the eyes), back pain (back pain), malaise (malaise), muscle pain (muscle pain), red spots over body (red spots over body).",Dengue
"Bệnh nhân có các triệu chứng: skin rash (skin rash), chills (chills), joint pain (joint pain), vomiting (vomiting), high fever (high fever), headache (headache), nausea (nausea), loss of appetite (loss of appetite), pain behind the eyes (pain behind the eyes), back pain (back pain), malaise (malaise), muscle pain (muscle pain), red spots over body (red spots over body).",Dengue
"Bệnh nhân có các triệu chứng: skin rash (skin rash), chills (chills), joint pain (joint pain), vomiting (vomiting), fatigue (fatigue), headache (headache), nausea (nausea), loss of appetite (loss of appetite), pain behind the eyes (pain behind the eyes), back pain (back pain), malaise (malaise), muscle pain (muscle pain), red spots over body (red spots over body).",Dengue
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), fatigue (fatigue), high fever (high fever), nausea (nausea), constipation (constipation), abdominal pain (abdominal pain), diarrhoea (diarrhoea), toxic look (typhos) (toxic look (typhos)), belly pain (belly pain).",Typhoid
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), fatigue (fatigue), high fever (high fever), headache (headache), constipation (constipation), abdominal pain (abdominal pain), diarrhoea (diarrhoea), toxic look (typhos) (toxic look (typhos)), belly pain (belly pain).",Typhoid
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), abdominal pain (abdominal pain), diarrhoea (diarrhoea), toxic look (typhos) (toxic look (typhos)), belly pain (belly pain).",Typhoid
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), constipation (constipation), diarrhoea (diarrhoea), toxic look (typhos) (toxic look (typhos)), belly pain (belly pain).",Typhoid
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), constipation (constipation), abdominal pain (abdominal pain), toxic look (typhos) (toxic look (typhos)), belly pain (belly pain).",Typhoid
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), constipation (constipation), abdominal pain (abdominal pain), diarrhoea (diarrhoea), belly pain (belly pain).",Typhoid
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), constipation (constipation), abdominal pain (abdominal pain), diarrhoea (diarrhoea), toxic look (typhos) (toxic look (typhos)).",Typhoid
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), constipation (constipation), abdominal pain (abdominal pain), diarrhoea (diarrhoea), toxic look (typhos) (toxic look (typhos)), belly pain (belly pain).",Typhoid
"Bệnh nhân có các triệu chứng: chills (chills), vomiting (vomiting), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), constipation (constipation), abdominal pain (abdominal pain), diarrhoea (diarrhoea), toxic look (typhos) (toxic look (typhos)), belly pain (belly pain).",Typhoid
"Bệnh nhân có các triệu chứng: chills (chills), fatigue (fatigue), high fever (high fever), headache (headache), nausea (nausea), constipation (constipation), abdominal pain (abdominal pain), diarrhoea (diarrhoea), toxic look (typhos) (toxic look (typhos)), belly pain (belly pain).",Typhoid
"Bệnh nhân có các triệu chứng: joint pain (joint pain), vomiting (vomiting), yellowish skin (yellowish skin), dark urine (dark urine), nausea (nausea), loss of appetite (loss of appetite), abdominal pain (abdominal pain), diarrhoea (diarrhoea), mild fever (mild fever), yellowing of eyes (yellowing of eyes), muscle pain (muscle pain).",Hepatitis A
